Area Type,Area Name,Year,Month,Industry Title,Industry Current Employment,Regional Labor Force,Regional Employment,Regional Unemployment,Regional Unemployment Rate
State,California,2016,September, Repair and Maintenance,157800,19138800,18110300,1028500,5.4
State,California,2016,September,Religious Organizations,92700,19138800,18110300,1028500,5.4
State,California,2016,September,Personal Care Serv.,79800,19138800,18110300,1028500,5.4
State,California,2016,September, Publishing Industries,110900,19138800,18110300,1028500,5.4
State,California,2016,September,Individual and Family Services,602000,19138800,18110300,1028500,5.4
State,California,2016,September," Amusement, Gambling, and Recreation Industries",206300,19138800,18110300,1028500,5.4
State,California,2016,September,Accommodation,225700,19138800,18110300,1028500,5.4
State,California,2016,September, Food Services and Drinking Places,1396600,19138800,18110300,1028500,5.4
State,California,2016,September, Limited-Service Restaurants and Other Eating Places,641400,19138800,18110300,1028500,5.4
State,California,2016,September, Software Publishers,75800,19138800,18110300,1028500,5.4
State,California,2016,September,"Independent Artists, Writers, and Perfor",14100,19138800,18110300,1028500,5.4
State,California,2016,September," Religious, Grantmaking, Civic, Professional, and Similar Organizations",225200,19138800,18110300,1028500,5.4
State,California,2016,September,Special Food Services,75200,19138800,18110300,1028500,5.4
State,California,2016,September,Auto Repair & Maintenance,119100,19138800,18110300,1028500,5.4
State,California,2016,September,Other Personal Services,50100,19138800,18110300,1028500,5.4
State,California,2016,September,Grantmaking & Giving Serv.,23500,19138800,18110300,1028500,5.4
State,California,2016,September, Personal and Laundry Services,175800,19138800,18110300,1028500,5.4
State,California,2016,September,Other Services,558800,19138800,18110300,1028500,5.4
State,California,2016,September,Personal & Household Goods Repair,8900,19138800,18110300,1028500,5.4
State,California,2016,September,Other Amusement and Recreation,141400,19138800,18110300,1028500,5.4
State,California,2016,September,Drinking Places (Alcoholic Beverages),31100,19138800,18110300,1028500,5.4
State,California,2016,September,Full-Service Restaurants,648900,19138800,18110300,1028500,5.4
State,California,2016,September,Commercial & Industrial Machinery,18700,19138800,18110300,1028500,5.4
State,California,2016,September,Drycleaning & Laundry Serv.,34900,19138800,18110300,1028500,5.4
State,California,2016,September,Spectator Sports,16500,19138800,18110300,1028500,5.4
State,California,2016,September,"Community Food & Housing, & Emergency &",19700,19138800,18110300,1028500,5.4
State,California,2016,September, Leisure and Hospitality,1925700,19138800,18110300,1028500,5.4
State,California,2016,September,Support Activities for Transportation,103800,19138800,18110300,1028500,5.4
State,California,2016,September,Freight transp. Arrangement,30600,19138800,18110300,1028500,5.4
State,California,2016,September, Couriers and Messengers,79800,19138800,18110300,1028500,5.4
State,California,2016,September,Social Assistance,728400,19138800,18110300,1028500,5.4
State,California,2016,September,Vocational Rehabilitation Services,35200,19138800,18110300,1028500,5.4
State,California,2016,September," Arts, Entertainment, and Recreation",303400,19138800,18110300,1028500,5.4
State,California,2016,September,"Performing Arts, Spectator Sports",78300,19138800,18110300,1028500,5.4
State,California,2016,September,"Museums, Historical Sites, and Similar I",18800,19138800,18110300,1028500,5.4
State,California,2016,September,Amusement Parks and Arcades,48000,19138800,18110300,1028500,5.4
State,California,2016,September,Gambling Industries,16900,19138800,18110300,1028500,5.4
State,California,2016,September, Accommodation and Food Services,1622300,19138800,18110300,1028500,5.4
State,California,2016,September, Book Retailers and News Dealers,10800,19138800,18110300,1028500,5.4
State,California,2016,September, Used Merchandise Retailers,19400,19138800,18110300,1028500,5.4
State,California,2016,September,Scheduled Air transp.,48100,19138800,18110300,1028500,5.4
State,California,2016,September, Information,533200,19138800,18110300,1028500,5.4
State,California,2016,September,Motion Picture & Video Industries,166400,19138800,18110300,1028500,5.4
State,California,2016,September,Comm Care Facilities for the Elderly,90800,19138800,18110300,1028500,5.4
State,California,2016,September,Other Residential Care Facilities,13300,19138800,18110300,1028500,5.4
State,California,2016,September,Child Day Care Services,71500,19138800,18110300,1028500,5.4
State,California,2016,September,Performing Arts Companies,15300,19138800,18110300,1028500,5.4
State,California,2016,September,Hospitals,392700,19138800,18110300,1028500,5.4
State,California,2016,September,Motion Picture & Video Production,134800,19138800,18110300,1028500,5.4
State,California,2016,September, Health and Personal Care Retailers,117000,19138800,18110300,1028500,5.4
State,California,2016,September, Gasoline Stations and Fuel Dealers,63100,19138800,18110300,1028500,5.4
State,California,2016,September, Clothing and Clothing Accessories Retailers,147400,19138800,18110300,1028500,5.4
State,California,2016,September, Transportation and Warehousing,546900,19138800,18110300,1028500,5.4
State,California,2016,September,Total Nonfarm,16551000,19138800,18110300,1028500,5.4
State,California,2016,September," Warehouse Clubs, Supercenters, and Other General Merchandise Retailers",177300,19138800,18110300,1028500,5.4
State,California,2016,September," Sporting Goods, Hobby, and Musical Instrument Retailers",56200,19138800,18110300,1028500,5.4
State,California,2016,September," Office Supplies, Stationery, and Gift Retailers",34700,19138800,18110300,1028500,5.4
State,California,2016,September, Other Miscellaneous Retailers,44400,19138800,18110300,1028500,5.4
State,California,2016,September,Natural Gas Distribution,35000,19138800,18110300,1028500,5.4
State,California,2016,September,General Freight Trucking,82900,19138800,18110300,1028500,5.4
State,California,2016,September, Transit and Ground Passenger Transportation,45500,19138800,18110300,1028500,5.4
State,California,2016,September,Support Activities for Water transp.,23800,19138800,18110300,1028500,5.4
State,California,2016,September,Support Activities for Road transp.,15100,19138800,18110300,1028500,5.4
State,California,2016,September," Newspaper, Periodical, Book, and Directory Publishers",35100,19138800,18110300,1028500,5.4
State,California,2016,September, Department Stores,128800,19138800,18110300,1028500,5.4
State,California,2016,September,Total Wage and Salary,17028600,19138800,18110300,1028500,5.4
State,California,2016,September," Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",191100,19138800,18110300,1028500,5.4
State,California,2016,September,Total Farm,477600,19138800,18110300,1028500,5.4
State,California,2016,September," Jewelry, Luggage, and Leather Goods Retailers",15600,19138800,18110300,1028500,5.4
State,California,2016,September," Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",167600,19138800,18110300,1028500,5.4
State,California,2016,September," Transportation, Warehousing, and Utilities",606300,19138800,18110300,1028500,5.4
State,California,2016,September,Utilities,59400,19138800,18110300,1028500,5.4
State,California,2016,September,"Electric Power Gen, Trans & Distribution",19300,19138800,18110300,1028500,5.4
State,California,2016,September,Air Transportation,52400,19138800,18110300,1028500,5.4
State,California,2016,September,Truck Transportation,125200,19138800,18110300,1028500,5.4
State,California,2016,September,Specialized Freight Trucking,42300,19138800,18110300,1028500,5.4
State,California,2016,September, Warehousing and Storage,115600,19138800,18110300,1028500,5.4
State,California,2016,September,Motion Picture and Sound Recording,170400,19138800,18110300,1028500,5.4
State,California,2016,September,Private Service Providing,11911000,19138800,18110300,1028500,5.4
State,California,2016,September,Motor Vehicle and Motor Vehicle Parts Me,39700,19138800,18110300,1028500,5.4
State,California,2016,September,Furniture & Home Furnish Merch whole,21700,19138800,18110300,1028500,5.4
State,California,2016,September,Lumber & Other Const. Mat Merch whole,22200,19138800,18110300,1028500,5.4
State,California,2016,September,Electrical and Electronic Goods Merchant,51200,19138800,18110300,1028500,5.4
State,California,2016,September,Chemical & Allied Products Merchant whol,14300,19138800,18110300,1028500,5.4
State,California,2016,September,"Merchant Wholesalers, Nondurable Goods",289200,19138800,18110300,1028500,5.4
State,California,2016,September,Grocery & Related Products Merchant whol,108100,19138800,18110300,1028500,5.4
State,California,2016,September,"Hdwr, Plumb & Heating Merchant whole",26900,19138800,18110300,1028500,5.4
State,California,2016,September,Retail Trade,1653400,19138800,18110300,1028500,5.4
State,California,2016,September, Motor Vehicle and Parts Dealers,198400,19138800,18110300,1028500,5.4
State,California,2016,September, Building Material and Garden Equipment and Supplies Dealers,122300,19138800,18110300,1028500,5.4
State,California,2016,September,Professional and Commercial Equipment Me,86000,19138800,18110300,1028500,5.4
State,California,2016,September,Building Material and Supplies Dealers,111100,19138800,18110300,1028500,5.4
State,California,2016,September,Grocery Stores,321500,19138800,18110300,1028500,5.4
State,California,2016,September,Specialty Food Stores,29000,19138800,18110300,1028500,5.4
State,California,2016,September, Furniture Retailers,21200,19138800,18110300,1028500,5.4
State,California,2016,September,Wholesale Trade,695600,19138800,18110300,1028500,5.4
State,California,2016,September," Trade, Transportation, and Utilities",2955300,19138800,18110300,1028500,5.4
State,California,2016,September,"Soap, Cleaning Compound & Toiletry Mfg.",12000,19138800,18110300,1028500,5.4
State,California,2016,September,"Merchant Wholesalers, Durable Goods",356800,19138800,18110300,1028500,5.4
State,California,2016,September,Paper & Paper Products Merchant whole,15500,19138800,18110300,1028500,5.4
State,California,2016,September, Misc Nondurable Goods Merchant Wholesalers,49100,19138800,18110300,1028500,5.4
State,California,2016,September, General Merchandise Retailers,306100,19138800,18110300,1028500,5.4
State,California,2016,September, Home Furnishings Retailers,34200,19138800,18110300,1028500,5.4
State,California,2016,September,"Machinery, Equipment and Supplies Mercha",53900,19138800,18110300,1028500,5.4
State,California,2016,September,Wholesale Electronic Markets and Agents,49600,19138800,18110300,1028500,5.4
State,California,2016,September, Electronics and Appliance Retailers,65400,19138800,18110300,1028500,5.4
State,California,2016,September,"Automotive Parts, Accessories and Tire S",54700,19138800,18110300,1028500,5.4
State,California,2016,September, Food and Beverage Retailers,367000,19138800,18110300,1028500,5.4
State,California,2016,September,"Apparel, Piece Gds & Notions Merch whole",40200,19138800,18110300,1028500,5.4
State,California,2016,September,Automobile Dealers,131200,19138800,18110300,1028500,5.4
State,California,2016,September," Furniture, Home Furnishings, Electronics, and Appliance Retailers",120800,19138800,18110300,1028500,5.4
